,average_path,transitivity,kurtosis,density,network_name
0,0.6416961550712585,0.5191742775433075,3.4025756825551685,43.69101262688784,facebook_combined
1,-0.026710309088230133,0.12547914899233995,228.31866051189022,28.32382290934645,wiki-Vote
2,2.440983533859253,0.005402028941919513,17.980163509649334,7.354542111070247,p2p-Gnutella04
3,1.9390254020690918,0.020659879260070572,27.740555063127783,6.594826218060625,p2p-Gnutella08
4,2.7958121299743652,0.0036226415094339623,13.984305335250621,1.849096705632306,CSphd
5,0.5358964800834656,0.24042958498221859,16.87922056918647,3.2406373416859595,geom
6,-0.5882420539855957,0.6934414148857775,1.428629431697531,3.4512271869100064,netsience
7,2.535553455352783,0.15693497881746177,-1.2930999389375115,7.589285714285714,adjnoun
8,2.508161783218384,0.4072398190045249,0.1150083860963278,10.660869565217391,football
9,2.9091835021972656,0.32957558038700724,6.039269052549367,3.7677311326396365,hep-th
10,1.6976127624511719,0.31556919642857145,-0.8451685513163567,35.07692307692308,CLUSTERDataset
11,-0.9643332958221436,0.0,-0.4358060015164362,2.770105605199025,TreeGridDataset
